Name,Review,UpVotes,Rating,Date
Durga Prasad,"Good player but, sometimes subtitles not recognise",,4,"April 12, 2020"
Steven Xiong,Great quality HD graphics and equalizer. So download today to play medias out listen to Music using this great reliable app,1,4,"March 21, 2020"
Abbas Abubakar,Good in both video and audio playback,,4,"April 3, 2020"
Adinarayana Kosuvaripalli,Really good app for music listeners and please add shuffle options inside play list,,4,"March 22, 2020"
Taha Oualif,Music stops playing randomly and takes forever to load,,4,"March 22, 2020"
kumari kitchen,I like the previous version. The new version have worst control and features,,1,"April 7, 2020"
Levent Kocabas,It is stable and good but we need Crossfade!,,1,"April 18, 2020"
Cian Diam,Doesn't work the same way as before. How can we flip or mirror the video?,1,5,"March 28, 2020"
Rajat Chaudhari,Loved it but due to previous updates the sort by option on home screen does not have options plz fix it,,3,"April 2, 2020"
Elyon Akin-Onitolo,Nice app but it can find subtitle files for animes and Japanese movies,,2,"April 7, 2020"
PAVANKALYAN DAMMA,I loved it but please provide the screen shot option as in PC,,4,"April 22, 2020"
arman malawig,lot. of bugs always crash when casting in chromecast,,4,"March 25, 2020"
Charles Kenny fanzy,Nice app. But subtitle I not working Can't play all video,1,1,"March 25, 2020"
craz 666,Constantly crashes when using with Chromecast.,,3,"April 11, 2020"
The Everything List,"It works sooooo well. Videos play easily, best app EVER. 5 STARS⭐⭐⭐⭐⭐",,3,"April 12, 2020"
Wallee Naym,Pls improve.. Needs better optimization on low end devices.,,5,"April 20, 2020"
Kulbir Singh,Sometimes VLC music player doesn't give any excellent response while listening music .,,5,"April 1, 2020"
Pham Ashari,Seems like error all the time downloading subs.... usually nothin happend,,3,"April 2, 2020"
saheed ajakaiye,"Exceptional ,Dependable and Excellent app for my taste keep it up guys",,3,"April 12, 2020"
Derick Afolabi,Audio is too slow video is faster than audio,,5,"April 9, 2020"
DogeisCut,Most videos are frozen and only play sound (webm),,2,"April 11, 2020"
Alak_ Pa,Excellent for playing any kinds of media.,,3,"April 25, 2020"
abhishek yadav,"VLC is always a best video player whether its on PC or Mobile. Can you bring option for renaming videos in file, I couldn't find it.",2,5,"April 18, 2020"
Dan Magaga,Some videos can't play esp those in 4k or some New mp4 formats,,5,"April 20, 2020"
Clement Mugo,You are always the best video playing app a man can ask for . You are appreciated 🙏,,3,"April 27, 2020"
Steve Kittel,Keeps crashing. Samsung Note 8,,5,"April 23, 2020"
Okolie NKIRU,I cant download subtitles anymore.😢😭😢,,1,"April 30, 2020"
Lyndon Thomas,great app but ever since the update subtitles don't download. plz fix,3,1,"March 11, 2020"
Marvellous Damilola,Good and very helping app just that can't see the subtitle in it,1,4,"March 11, 2020"
Wright Agbeti,It's sometimes play online videos when using a realiable player.i love this app,,5,"April 18, 2020"
Whitney Redfield,Very reliable. Reads lots of file types.,,5,"March 21, 2020"
Hafiz Genesis,This app is the best video app I have used.....but u need to fix the issue of consuming too much battery,1,5,"March 23, 2020"
Johnson Adenaike,Excellent player simplified user-interface love it,,5,"April 21, 2020"
kwaksea,As soon as I unpause the video VLC always tries to play videos on playlist.,1,5,"March 29, 2020"
muneer prins,Been my favorite since I was on High school. A very reliable app for both pc and android.,,1,"March 29, 2020"
JD Caswell,"Long time fav for playing videos, love the 200% volume feature",1,5,"March 16, 2020"
abochie yaw patrick,Can't play video subtitles,,5,"April 29, 2020"
Dibyendu Chakraborty,"Brilliant, the best as usual, my all time favourite, both in pc & android",,1,"March 24, 2020"
arslan ghani,It's very good app Specially it's work very good with mediabox hd I love vlc,,5,"April 7, 2020"
David Branch,The subtitles is not working,,5,"April 24, 2020"
Nuclear Werewolf,"ok so i've been using this app for quite a while now, and have been more than satisfied with it. BUT i have one issue, setting up a playlist is just a pain, as i need to add songs one by one, because if i multi-select a bunch of songs and add them to a playlist, it doesn't add all the songs i selected and instead adds duplicates of the other songs. if that is fixed then i would consider this app near perfect",1,1,"April 28, 2020"
Oliver Bruce,Since the latest upgrade I cannot add anything to a playlist. This is awful!,,4,"March 11, 2020"
samuel aderibigbe,"I love vlc its super good, for my video if it no vlc been no video seen on my phone and on my pc",1,2,"March 19, 2020"
Rohan Bhoye,Best Video player. Almost all formats can be played.,12,5,"March 24, 2020"
Aniekwe Ebube,I've been trying to download subtitle file is difficult 😭😫,,5,"April 3, 2020"
John Cummings,Was good but now have to continuously reinstall to add music to my list.,,1,"April 4, 2020"
Balaji Borawake,It's crashing from last 2 or 3 update. I am going to uninstall it.,,2,"April 12, 2020"
Ma Ba,Outstanding apps very reliable and regularly updated.,1,1,"March 11, 2020"
Thms Scll,No equalizer.. can't adjust between earphone types,,5,"April 21, 2020"
Chris Anderson,Used in various formats of audio or video.,,2,"March 12, 2020"
Euronymous Reyghame,"Subtitles aren't being downloaded, instead app freezes..",,4,"March 21, 2020"
agboola akinpelu,It's most definitely the best media player! Second to none!,1,1,"April 2, 2020"
Sandeep,Best video player app for mobile and The equaliser is also good I use this aap,1,5,"April 3, 2020"
stu vasey,"Useless after update,no cast icon,no casting. Waste of time now.",,5,"April 21, 2020"
Landon Mayo,Have This On My Laptop And My Phone. Only Player I Use Anymore To Watch Movies On. Love It 😎🤘,,2,"April 30, 2020"
shrikant dorugade,Its worst application in Mobile Video Apps. Not working properly in any mobile android phones.,,5,"March 19, 2020"
Ange Miatakindila,"I am grateful for this app, that's the best for playing videos and audio.",,2,"March 29, 2020"
Prabhat Kumar,"Add free, good features, easy to use.",3,4,"March 31, 2020"
Aatiq,"See I am really old user of VLC on pc, To be honest Best Media player for Android just like in pc.",,5,"April 7, 2020"
Shubham Chakraborty,Best video player without any ads unlike MX player,1,5,"April 20, 2020"
MUKESH MITHARWAL,Very good video player. Best video player on the planet. I enjoyed it a lot.,40,5,"April 11, 2020"
Abhishek Mathew,Unable to continue playing audio as it is starting over,10,5,"March 31, 2020"
Xperiance II,its draining my battery pretty quickly and it heats up my phone i dont know why though im running android 10,,3,"March 10, 2020"
Media Revolution,Improve screen resizing ..some movies is not scaling with screen,,1,"March 29, 2020"
Romell De Jesus,Since the last update everything is fine but now I cant cast to my T. V anymore.,,4,"March 27, 2020"
Luis Amaya,It crashes while casting and playing a playlist,,1,"April 2, 2020"
PD,"A solid gold classic, on any platform.",,2,"April 5, 2020"
NIKUNJ SUKANI,"I did downloaded videos from Vidmate, but i cant still play. I have already latest version.",,5,"April 13, 2020"
Chandru Chandru,Playing video not compatible Zooming type on old version option please update,,1,"April 20, 2020"
Danial Hafiz,"I can play the video,but webt i want to add subtitles,it not be shown to the screen. What would i do?",,2,"March 23, 2020"
Bhanu Pratap Singh,VLC is my all time favorite player...and getting this to my phone is the best thing I have got.,,3,"April 8, 2020"
Owl Philly,Recently this app sends notification sound everytime it plays next song this is bugging me,,5,"May 1, 2020"
Eric Williz,It's very good but why can't I download subtitles,,1,"April 11, 2020"
Calvin Landsberg,After the last update vlc doesn't want to open on my phone.,1,4,"April 14, 2020"
Stutzinator,You don't need any other media player. Vlc for Android so literally the cherry on top 👊,1,1,"March 10, 2020"
cool beats,Easy dual video option please good app for playing any video format 👍,,5,"April 25, 2020"
Pearl Nkambule,I can't download subtitles anymore keeps giving error,,4,"April 12, 2020"
Inidraprashath KG,Please add the feature which shows the folders in audio which was already stored in device,,3,"April 12, 2020"
Dave Rosal,I would like to ask if why all of my movie clips doesn't show in this app.,,2,"April 3, 2020"
Victor Alvarado,Impossible not to give 5 stars. I use it on all my devices,,1,"April 24, 2020"
Dragon Emperor,One of the best apps available for watching videos and listening to music.,1,5,"March 10, 2020"
Pieter Mahlangu,Not smooth. It has a lot of glitches,,5,"March 11, 2020"
Immanuel Selvan,Supports wide range of video playback and decoders,,1,"March 22, 2020"
Robert Hernandez,I recently updated vlc on my phone... Now it doesnt work.,1,4,"March 24, 2020"
brandon willard,Great app for andorid or pc the only music and video player i use,,1,"April 4, 2020"
Joshua Duque,"You can't go wrong with VLC. If you've got a file format, VLC can probably play it.",1,5,"March 17, 2020"
kakashi 81,Arabic subtitles is not supported,,5,"April 23, 2020"
Berfomett,"Giving it a 55 for putting big chungus on the presentation images, great job VLC, keep it up, proud of you!",1,1,"March 19, 2020"
Saransh Jain,I love the DOWNLOAD SUBTITLE feature it.. just loved it ♡♡,,5,"April 9, 2020"
Dolapo Onasile,The app is great It automatically interpret a movie translated in another languge,,5,"April 19, 2020"
Parth Sehgal,There should be a feature of zooming in of playing videos,,5,"April 25, 2020"
Pratik Jha,Best application to play all type of vedio.,,3,"April 30, 2020"
Trent Loftis,Supports so many formats and just works.,1,5,"March 23, 2020"
Abhijit Kulkarni,Very good player but required more size in memory,19,5,"March 27, 2020"
Ghost Buddy,"Very few oversights, top grade app.",,4,"April 20, 2020"
BumperCrop,Doesn't list all available devices on network,,5,"April 16, 2020"
Ndigbo Jospeh Emmanuel,Also my music's doesn't display pictures again its just displays d name of the song alone,2,3,"March 16, 2020"
nadeem sunny,What's happened VLC player? HD vdo lagging so much fix this.,,1,"March 27, 2020"
Pagal Idiot,"Frequent crash is observed ,can't see whole movie in single seat",1,1,"March 14, 2020"
Jr shadow Tiger,This application not open. Why people give 5 star? Why? I want give 0. I think that's not user only their developer who give 5 star themselves.,,2,"April 3, 2020"
Isaac Oravetz,Great app works just as stated and no ads!,,1,"March 11, 2020"
Carl Christian Bologa,I cant download subtitles. I dont know why,,5,"March 19, 2020"
Ntsako Baloyi,This app doesn't show anything just a blank screen. I'm disappointed,,1,"April 5, 2020"
jake arson,I love this but for some reason I can't play one punch man s2?,,1,"April 23, 2020"
अंकित विश्वकर्मा,"In audio section, Add group by folder option.",,5,"March 23, 2020"
Seung Hong,The brightness keeps changing it's so annoying just fix this please,1,4,"March 28, 2020"
DZK-H-299,"Thanks Mate, I have a video format that error but with thus it can play",,1,"April 3, 2020"
glenstriker sumbanon,Its awesome! And user friendy app. Like it very much..,,5,"April 12, 2020"
Mohammad Etemaddar,Opens every video and audio. But is a bit confusing like most other video and audio apps. You see many many audio and video files. I think it needs a part to show only selected files. Logo is confusing. Some people think it's about driving and it's not beautiful even in desktop. Recently I didn't install it at desktop just because of logo.,,5,"March 16, 2020"
sahil kapatia,"Sometimes,after pause,it goes to start",,2,"April 28, 2020"
Trevor Fry,"New update and no longer functions, please fix!",,4,"March 23, 2020"
Suleman Khan Deaf,VLC Player For Animated VIDEOs at Live Thumbnails,,1,"April 23, 2020"
Edward South,No Select All option in directory browser.,1,5,"April 9, 2020"
aravinth selvaraj,Automatically restart the video inbetween frequently..,,4,"March 30, 2020"
watie-b watie,Whats happening with this latest version its not oppening on my A2_CORE ...😔😏,2,1,"March 28, 2020"
A Google user,Loads videos and films that dont open with standard video app,1,1,"April 29, 2020"
Motor Ola,Highly compatible with numerous file types.,1,5,"March 19, 2020"
Kishor kumar,The best video player. It has no adds like mx player,11,4,"March 29, 2020"
Ara Quidlat,The workmanship is wonderful. Nice to use.,,5,"April 6, 2020"
Subrahmanyam S S,SOME TIMES VIDEO STREAMING DISCONNECTS. SOME TIMES ONLY AUDIO STREAMING WITHOUT VIDEO. ABRUPTLY STOPPING,,5,"March 6, 2020"
Leng Kay Chow,Why the files is not in order from 01 to 100... You start at 10 then after finishing you jump to 11 how to go to no one 01 so on...? If cant I will have to uninstall it.,,3,"March 14, 2020"
Hj Kaye,"Lately, gets buggier with each release. 🙁",,2,"April 2, 2020"
FireSkullGZombie,"Had it on my pc, i never doubt its quality. Which is its perfect",2,3,"March 29, 2020"
Tricia Magne De Leon,Some subtitles are not available :(,,5,"April 16, 2020"
Anuraag Roy,"The most convenient media player, always!",,4,"April 24, 2020"
Tera Baap BC,"Videos are not arranged properly im library, but great app",,5,"March 20, 2020"
Razi Zainon,The perfect player media ever. Salute vlc team for making this fantastic apps,,4,"April 5, 2020"
Jpacmz Mx9,Last update fails to start on my Lenovo Phab 2 Plus,,5,"April 12, 2020"
A B,Arabic subtitles not working,,2,"April 23, 2020"
Ghada Elbasty,"still an error downloading subtitles, please fix",,2,"March 11, 2020"
Link113,"Nice UI and it plays all the formats I need it to. I took away one star, however, since you cannot edit playlists; you have to manually remove and add songs in whatever you want them to be ordered instead of moving the songs within the playlist. Please add the ability to move songs within playlists without having to delete them from the playlist. Edit: It has been added. Thank you.",121,4,"March 12, 2020"
Olaolu Ojo,This new update is terrible. Lots of bugs,1,5,"April 9, 2020"
James Robles,"I have been using vlc since i first discovered it years ago for pc. Now i use it on all my devices. Its loaded with features,easy to use and supports just about every type of audio, video and even picture. You can watch whole movies and no buffering wait times...",,1,"April 20, 2020"
Ajit Chudasama,Best Video player app since videos are played on mobiles.,3,5,"April 15, 2020"
Naomi Abu,I needed a app that could download subtitles but this one doesn't fit!,,5,"March 15, 2020"
We Here for Share,Very easy and fast.,,1,"April 23, 2020"
ID4897 32 ram,Your mobile need this😎 It can play every type of audio or video,,5,"March 21, 2020"
smruti majhi,Nice player for songs and audio recordings,,5,"March 19, 2020"
Rafiur Islam,Its capable to play every available video and audio formats like the desktop version of VLC player. Using this app for past 4 years as my primary video and audio player. Such an excellent palyer for watching videos on Android devices. Its highly recommend that you install VLC Android version. Its better than any other player ever made. Its open sourse and freeware. Free from annoying adds and Its streaming quality is very good,113,5,"April 17, 2020"
Hayden Jones,"VLC is always my go-to player as it can handle basically any media file you throw at it! It's always the first thing I download on any new device. The development team is always on the ball, and always improving and adding features (whereas most other apps degrade over time). Thank you so much everyone who works on developing VLC! You are all legends!",52,5,"March 24, 2020"
Muhammad Arman Haider,Best media player ever!! A must download for every person. BUT it really needs one feature to be added which is available in the PC version: The 'record' option. Videolabs team needs to add this feature. Otherwise it's excellent. Keep up the good work.,42,5,"April 12, 2020"
Sha Riq,My Experience Best Video Player And Awesome Volume Booster👍,1,4,"March 25, 2020"
T Generation Muda mudi Temu,Recomended all codec readble. Add VR feature plase. With gyrosensor😀😀,,5,"March 22, 2020"
Renika Starcatcher,Can't stream youtube videos though changing the URLs :(,,5,"March 29, 2020"
pradeep chandra,You tube videos are not playing while using shar button in OnePlus mobile,,2,"April 16, 2020"
A Google user,I install VLC on every device I have. Highly recommend.,,1,"April 21, 2020"
James Jaxx,This app music & video tools are very effective in giving every user a customized experience,3,5,"March 26, 2020"
Sanjay Chhikara,There is a echo sound when i cast it on my device,,5,"March 25, 2020"
GAURAV CHOUDHARY,Very good for video and audio visual,,3,"April 3, 2020"
akbar majid,The app cant launch when move to sd card on my experia z2 os 6,,4,"April 11, 2020"
Hugabelly Finn,Great app that just works. Is there a fade option when you pause?,,4,"April 4, 2020"
GEORGE GOGOBA,Nice. It sounds louder when updated,,4,"April 28, 2020"
nolwazi ntombela,Vlc is blank on my device. Videos are not playing,1,5,"March 21, 2020"
Bayu Saputro,"Best free player, you can play pip mode too",,1,"April 18, 2020"
Mukabbirul Mazid Syed,playback resume option not available. disappointed,,5,"March 29, 2020"
Vuppula Aakash,Am always part as app user nothing complaint in this while using....,,3,"April 26, 2020"
Arinze David,Thumbnail doesn't disappear when video is deleted,4,4,"March 20, 2020"
Nate,"Seek track is impossible to use. Whether I hold the fast forward or rewind button, tap the progress bar, drag the dot on the progress bar, or input seek time manually, nothing works. The behavior is erratic. This app is impossible to use for listening to audiobooks. 8 hours in one sitting with no breaks isn't reasonable, but required for this app to function. I've spent less time listening and more time seeking the spot I left off at. Awful!",1018,2,"February 4, 2020"
A Google user,Great any VLC product I've been using that brand for 15 years,,2,"March 29, 2020"
Bollu Santenna,Excellent app for any type of videos.,,5,"April 23, 2020"
Escape Tamilan,Nice but pc vertion super working now andraid vertion little slow,,5,"April 13, 2020"
Ajmal Axe,Can't download subtitles,,4,"April 22, 2020"
Amit Kumar Behera,Good but need some improvement,,1,"April 25, 2020"
Krunal N Rathod,while playing video no back button in poco f1 gesture mode.fix this,1,5,"April 16, 2020"
Laurentiu Alexandrescu,the network feature is borked. it asks for smb v1 user and pasword on every folder,1,1,"March 20, 2020"
Muaz Arab,Difficulty on downloading subtitles for movies,,1,"April 11, 2020"
Ananthapuri Entertainments,Super player this player support all format videos thank u 😘💕,1,4,"April 27, 2020"
La Ray,"Was once the best player on the market but I guess too much customers overwhelmed the developers. The play as audio function sucks. It records where you stopped while playing the file and the next time you open that file, it starts from that point. Only problem is that it will start from that point forever until you delete and re upload the file to your system. And the cycle continues. When you turn this remember last play position off, the app disobeys you, nothing happens.",529,5,"March 30, 2020"
Brandon-lee Nderura,It can play all songs and it is easy to play,5,1,"March 11, 2020"
Benjamin Kumar,Great App Love it recommend to everybody to download and Use.,1,5,"March 23, 2020"
Mohammed Ali Shaikh,"I'm using Nokia 8.1 and before the android 10 upgrade, it was working perfectly. But after the update I'm having problems with the screen casting to my TV. It's cloning the device and the video is playing on both the phone and the TV. I want it to play only on TV like it used to before. Also the stability of the video is messed up because of this. Please fix this.",1461,5,"February 22, 2020"
Harold Ewing,"in my opinion as a Performing and recording artist It's a Wonderful at perhaps number one. Been using VLC products Since they have been on the available and Open source and copyleft. They're very. Good people to makes this a free application But hey, they are after all French I speak French. que je te quand? Je veux voir s'il vous plaît.",10,1,"April 5, 2020"
Nhlaka Sishi,😒Can't find equalizer i have updated it many times still no luck,,5,"March 17, 2020"
Shaun Samuel,"My go to when it comes to a 3rd party media player, but I've had a few issues. Mostly with background playback, in other apps and screen locked, where it would continue to play for a few seconds, and then go silent, opening with no media queued. EDIT OF THE EDIT: Also doesn't seem to happen over Bluetooth all that much, primarily over analog earphones.",214,1,"February 6, 2020"
Hamish McIntyre-Bhatty,"Good media player for local storage, but frequently fails to browse network and load directories or play music, especially if connection is a bit slow. Once it fails, it usually needs be be closed and opened again. Would be happy to provide diagnostic information or help out to fix this, as otherwise it's a great player, and is amazing on desktop.",202,3,"February 2, 2020"
Ajay Lalbeharie,"I would've given 5 stars, but the shuffle algorithm sucks. It will choose from the same limited number of albums, even though I have a few hundred to choose from on my local network and it will play the first song from that album instead of being random. Sort this out and I'll change my rating as I think the sound quality is great on your app.",623,3,"March 1, 2020"
SilentButZedly,"It was good but the new update is meh, i like the old one better...",,3,"March 29, 2020"
"Fadil Riyaz,A,1863","I have a very good expeirence with this app.but there are few bugs and suggestions that will help: 1.In equalizer ,the bass mode does not work 2.The volume of video conflicts with the system volume.in simple words when volume is kept to 200% the volume is acutally not at its fullest I have to increase it from volume button also 3.please add music visualizer like pc version or write a new app for that",13,3,"April 12, 2020"
Emmanuel Kiplimo,"The previous version looks better according to me compared to the latest version. Sometimes it doesn't update my media files until uninstall and install it again. On the good side, it has a pretty good equalizer making it the best to use with my headset.",23,3,"April 9, 2020"
Abdulsalam Ali,"I can't download subtitle, pls fix it",,3,"April 26, 2020"
Arun Kumar,Can increase or decrease volume when casting,,3,"April 26, 2020"
imperial gaming,Nice and my personal favourite video and audio player! 💓💓🌟👍🏻😄,,4,"April 20, 2020"
Anthony Craft,After many years of using the app I learn something new about it. I like the different types of plug in it has. Just fool with them. Excellent Media tool. Works with all types of OS. Learned about the web plug in . Vlc should have a PDF instructions. I'll check. Sometimes we need to read them.,26,5,"February 5, 2020"
Chris L,The updates just make it worse. I used to like sorting by date to easily find my latest added files. Now you can only sort by name. I just don't understand how it got less features after an update. Lots of other small issues with the later versions also. I'm actively looking for a new app as this one doesn't suit all my needs anymore.,278,5,"February 10, 2020"
Kelly Katula,The app is good because it allows as to play even when offline,,1,"April 1, 2020"
Skupii Kokaino,"Love it, can play any formats..",,5,"April 12, 2020"
Peter Sekudu,Great video application. Thumbs up!!,,5,"April 17, 2020"
Jig Disciple,All features are easily accessible,,4,"April 7, 2020"
Perry Oppong Asiedu,It's work perfect for me. Just what l needed.👍,1,5,"April 20, 2020"
A Google user,"I've used VLC (pretty regularly) on this phone for 2 years, and for some reason today it felt the need to re-scan my entire device and spend 5 minutes parsing media as if my device never had any files on it. Usually when I open VLC it takes about 2 seconds parsing media , not 5 minutes. this is an annoying glitch. also, from my last review: Can't delete files even after allowing storage permission and following instructions for SD card",153,5,"March 9, 2020"
monkstanding last,This modern tech lets you have 4k would like to see VLC support 4k some day EDIT Found out vlc can but why are not all the options available in settings,1,3,"March 31, 2020"
Sir Willard,"I've been using the VLC Windows application for years & it's better than any others I've tried. This was the reason for choosing this app. However, the most recent update shrank the tool bar to less than full screen width and removed the ability to refresh the play list after deleting a played file. 2020-02 Most recent update doesn't keep place in playback when app is reduced to work on another app.",195,4,"February 4, 2020"
Leonardo Hortmann,"Great app when you think of playing many different media files. But impossible to bear on your mobile when you think of how much memory it occupies, and how many dozens of times a day it will repeat its media parsing again and again for countless minutes... Improve it, for God's sake. Solve that, please. Update it.",96,2,"February 12, 2020"
Abdin's Behind The Scenes & Family Stuffs,"Hi, before I updated. I was able to link my phone screen to the TV and watch as well play with my phone at the same time but now, it just links to the TV but my screen is fully seen so if I come off VLC Player to go on Google, that also shows whereas before it just showed the media file that was showing. Can you bring this feature back please?",93,1,"February 8, 2020"
LadyMoon16,"Been using it for years on my laptop due to hearing impairment and the fact that it can exceed 100% volume both with and without headphones. Got it for my phone awhile back and was very very happy however somethings were taken off that kinda upset me. 1. The music only area no longer exceeds 100% volume, only the video can on phone now... and 2. You cannot view a playlists duration anymore. If those could be implemented again I would be very very grateful.",314,4,"February 20, 2020"
Paul Y,"Before the latest update the Player would cast to the TV and the display on phone would turn off while casting (nice Feature) or you could also use you phone it would still cast the content of the player without issue....now however it doesn't, you have to leave your display on all the time if you press the home screen the video turns off, I've tried all the usual settings ie PIP etc but it still doesn't work like it used too, can this be resolved please? Many Thanks",120,4,"February 13, 2020"
Kel Ramos,Subtitle in casting is not working,,4,"April 3, 2020"
Ajay T,You should add subtitle position changing options,,1,"April 12, 2020"
Omkar mistri,I can't download any subtitles online in vlc,,4,"April 14, 2020"
Richard Hontiveros,No subtitle when playing casting to tv,,1,"April 18, 2020"
Sharon Jones,Great for all my voice recordings!!,,2,"April 17, 2020"
Keegan D'souza,Trying to cast to a a chromecast. This is first app that I've used that's actually made using a chromecast painful. The app crashes if you're casting another file while one is already playing. Sometimes it doesn't even manage to connect to the cast device. Subtitles can't be cast. Why is that so hard? Every other media player has supported cast for years,366,5,"February 23, 2020"
Amanda Owens,I love VLC very much cos it can open almost every file... I use it to watch all my videos and movies.. But this recent update isn't helping me.. In the previous update am able to download subtitles (I do this especially for movies which has foreign language as the main language). But in this new update am able to search for subtitles but not able to download. Pls help..,74,1,"February 13, 2020"
garima kothari,"not working ,too much ads and garbage,",,3,"March 30, 2020"
A shish agarwal,Audio not available,,1,"April 27, 2020"
Shakil Meshram,"Some high resolution videos are not playing. On opening the video its saying to use another app called PLAYIT. I am using this app for long time and I love it. But I recently bought an new phone redmi note 8 pro and I downloaded some 4k videos and I tried to play on VLC but when I open it , it says use PLAYIT app. And I have to use that app but don't like it. Please help me.",44,1,"February 12, 2020"
Tyler Burgess,"I use this for casting to my Chromecast, it works great but the controls are a bit clunky. The controls also disappear after a couple seconds as if you're watching a full screen video which seems a bit pointless in cast mode. I'd like to see it change to more of a remote control during this, Including skip by 10 seconds etc...",73,4,"February 20, 2020"
Billy Moore,Doesn't seem to recognise or play gifs anymore.,1,3,"March 18, 2020"
Lorraine Nonde Chipasha,"This new update is pathetic. This is thr reason why sometimes i just stick to the old update nomatter how many times i am reminded to. Nomatter what i do to rectify the settings and put my preferences. It takes itself back to default settings. The light adjusts itself, the video starts all over, even after my settings clearly says ask me to resume.. its annoying! I hope the next available update will fix these bugs. Because am ready to move on from this App.",18,2,"March 10, 2020"
James Johnson,"The Playlist experience is broken. If I change a Playlist, it doesn't auto-save like Microsoft Groove did. So I have to save the Playlist again. Except when I save over the existing Playlist, it appends the tracks to the existing Playlist instead of replacing the original list. So I have a playksit of 653 tracks because of that. That's not good software design. Just make Playlists automatically save if you remove tracks from them, or have saving work like everywhere else in software& overwrite",174,1,"February 8, 2020"
Robert Melville,"VLC for Android just isn't up to the standards of its PC counterpart. No matter what android device Ive used, I always run into some sort of hindrance when playing videos. Sound cutting out and not reappearing until I exit, video cutting out or distorting, etc etc. It finds a way to ruin anything I watch. Unfortunately VLC is the only half decent app to support some of the less common video formats so you're forced to deal with its many shortcomings.",107,2,"February 10, 2020"
Monster,"With every update VLC becomes more unusable than the previous updates that predated it. Every video will have an issue such as macro blocking, audio suddenly turning off, or the video just randomly shutting off. Trying to cast video to a chromecast will result in, maybe if your lucky, one to two minutes of play time before the video shuts itself down. Videolabs should probably just remove their app from the play store since they obviously don't care anymore.",268,2,"February 16, 2020"
Sarath S,Its good to be a ad free player. One goodness aganist all terrible things. 1. No exit button 2. If video have inbuilt subs it wont show up I need to download again! 3. No option to stop sub title. 4.Subtitle syncing by ourself never happens in VLC. 5. Everytime I open VLC player it takes 30-50sec to load up my files!! And that toi every single time I open the App. All I can find peace is U dont kill user by bombing Ads.,58,1,"February 15, 2020"
khulekani M Ncube,Am loving this application l can select my songs and even play them accordingly,1,1,"March 27, 2020"
Sunnyside UK2,"After using the FTP connection on the iOS version I am unable to get a connection with the android version, blank screen. Firstly there is no password field (unlike the IOS port) and secondly entering it after the login as; username:xxx xxx does not work either. Connecting without the password gave no popup requesting it that I was expecting because of the missing field. Additionally, opening the connection profile and clicking OK removes it from the favourites! (deleting it?). Poor experience.",175,5,"February 24, 2020"
Abdur-Rehman Qadeer,"The new version sucks. It's so messy to forward the video or take it back. In the previous version it was so smooth but now, video always stops when I try to move it.",,1,"April 8, 2020"
Kristoffer Hije,It's so powerful and have a lot of cool handy features!,3,1,"March 18, 2020"
nice_guy Tunisian,there are still videos i can't watch using vlc.,,5,"April 11, 2020"
Juan R.,"VLC has since my last review returned to the outstanding media-player I know and love from my computer but in android. What has changed is that I no longer can stream videos from YouTube. I do not know if this is due to the latest VLC update or changes on android. Whatever it may be, I hope the VLC team can get once more.YT stream support on VLC.",62,4,"February 21, 2020"
Sepa72 petatum,"VLC in all it's forms (I've had it on Windows, Linux, several phones) is awesome. Which is an understatement and a mere review can't really capture the magnitude of my gratefulnes to the developers for having this program, and free aswell!! VLC is free (Availability) VLC supports different platforms (Cross platform) VLC doesn't need extra downloads to support any files you throw at it. It's actually fun to try and open random files with VLC, even something like .mkv (Matroska video format) which I know PS3 struggled back in the day and some other programs need codecs for and also phones need extra programs for, that often are either shady or no where up to speed. VLC is and will always be my choice for a video AND audio player (audio for PC at least). Most video players on Android just can't keep up!",218,4,"March 2, 2020"
plazy p,"I've been using this as my media player of choice for years but a recent update has made the swipe to seek function difficult to use - resulting in unintended behaviour. For example, swiping left near the right hand of the screen either seeks forward or pauses the video and vice versa. This worked flawlessly before what's happened?",78,5,"March 5, 2020"
Exzaviermoon,"Like a previous update which did the same, this recent update wiped all my playlists. No music will load into audio list even with directories selected, have to load manually from their locations. Lost my playlists again. Frustrating 😤 Also not loading video correctly. The past update that had this issue was later fixed, so hoping this gets fixed again as well or I might have to stop using altogether. Will change review ifwhen VLC fixes this issue.",160,4,"February 8, 2020"
Karrie Karrie,Love it it can bring you the best audio 😍,,2,"March 14, 2020"
WES C,A MUST HAVE if you play ANY TYPE of videos! Excellent app.,1,5,"March 26, 2020"
Sarah Kareema,I can enjoy watching movies on my phone and get a great experience just as that of a screen,,5,"April 14, 2020"
JoRa Jungs,"Great Open-Source-App for listening to music. With some experimenting I found out, that it can even play my synced songs from the nextcloud, after I created a custom path. I'd would a option to change the volume without changing the system volume so you can play the music in an appropriate volume in the background.",22,4,"March 16, 2020"
sam chao,Needs improvement in h265 10 bit decoding,,5,"April 24, 2020"
Alison Wales,It's not good at play high quality mkv video,,3,"April 26, 2020"
Tiro Nkau,"Reads most video formats, logical layout",,2,"March 20, 2020"
Dimpho Kopano,I am having some troubles with the equalizer,,5,"April 16, 2020"
