,Name,Review,Label,UpVotes,Rating,Date,Keywords
603,Jacob Plaziak,"I loved it, but now my music doesnt show in the songs list, I have checked my directory settings, and it keeps only showing no media found. please fix.",['Functional Complaint'],4.0,4.0,"January 5, 2020","['loved', 'music doesnt show', 'songs list', 'checked', 'directory settings', 'showing', 'media found', 'fix']"
604,Danny Broyles,It works well and good and also has lots of features. I think that u can add more features to it to make it more interesting....👍👌☺️,['Update Issue'],6.0,5.0,"January 2, 2020","['works', 'good', 'lots', 'features', 'add', 'features', 'make', 'interesting', '👍👌☺️']"
605,Akshaj V. Nair,"I enjoyed the updates, but hardly download subtitles. I don't if I'm doing all wrong. Someone should help please !","['Functional Complaint', 'Update Issue']",15.0,3.0,"January 12, 2020","['enjoyed', 'updates', 'download subtitles', 'don', 'wrong']"
606,tessy nwosu,"it take too much time in scanning the media and also take too much time while playing music,worst app because it waste my time. chadarmod","['Functional Complaint', 'Update Issue']",3.0,4.0,"January 11, 2020","['time', 'scanning', 'media', 'time', 'playing music', 'worst app', 'waste', 'time', 'chadarmod']"
607,Akash Shukla,Last upgrade totally broke it. Only one song is detected. App acting super random. Edit: adding 1 star because unselecting the folders to scan and reselecting them made my tracks come back.,['Functional Complaint'],,5.0,"January 31, 2020","['upgrade totally broke', 'song', 'detected', 'app acting super random', 'edit', 'adding 1 star', 'unselecting', 'folders', 'scan', 'reselecting', 'made', 'tracks', 'back']"
608,Super Vener Da fucj Google,My VLC can not play over other apps as overlay. Previously this feature was available. Please help,"['Functional Complaint', 'Update Issue']",5.0,1.0,"December 7, 2019","['vlc', 'play', 'apps', 'overlay', 'previously', 'feature']"
609,Mahadi Matsawily,"My favorite player, only downfall is the lack of AAC 7 channel support. I have to switch to mx player pro when I have a film with AAC 7 channel audio. Mx Player plays this audio perfect",['Functional Complaint'],,2.0,"February 9, 2020","['favorite player', 'downfall', 'lack', 'aac 7 channel support', 'switch', 'mx player pro', 'film', 'aac 7 channel audio', 'mx player plays', 'audio perfect']"
610,Justin Liggett,Fix subtitles online downloadings. its not working,"['Functional Complaint', 'Update Issue']",13.0,4.0,"December 12, 2019","['fix subtitles online downloadings', 'working']"
611,Aryan Choudhary,"I miss the old version , background screen mirroring option no more available ?? Please bring back External screen cast options . Thanks","['Functional Complaint', 'Update Issue']",,4.0,"February 15, 2020","['miss', 'version', 'background screen mirroring option', 'bring back external screen cast options']"
612,Vivek Sharma,Good player but several bugs. Search function often doesn't work or created playlists suddenly disappear. But the good outweighs the bad.,"['Functional Complaint', 'Update Issue']",1.0,3.0,"December 26, 2019","['good player', 'bugs', 'search function', 'doesn', 'work', 'created playlists suddenly disappear', 'good outweighs', 'bad']"
613,Martin,Screen Casting Icon disappeared after updating to android 10 & updating to latest version of VLC....screen casting icon not showing...I m using OnePlus 6t and want to screen cast VLC to LG Samart tv. Please solve this problem asap,"['Functional Complaint', 'Update Issue']",17.0,3.0,"December 24, 2019","['screen casting icon disappeared', 'updating', 'android 10 & updating', 'latest version', 'vlc', 'screen casting icon', 'showing', 'oneplus 6t', 'screen cast vlc', 'lg samart tv', 'solve', 'problem asap']"
614,Dhruv Todi,Not what it used to be...playing content larger than a song is ridiculous. It's obvious the developers don't use this app on a daily basis.,['Functional Complaint'],,3.0,"January 14, 2020","['playing content larger', 'song', 'ridiculous', 'obvious', 'developers don', 'app', 'daily basis']"
615,George Vasquez,"I get no audio when pausing a lot on low playback speed. I have to reopen the app, which is very annoying when transcripting English speeches",['Functional Complaint'],,1.0,"January 16, 2020","['audio', 'pausing', 'lot', 'low playback speed', 'reopen', 'app', 'annoying', 'transcripting english speeches']"
616,Florin Haja,"The best casting app ever for local media assets, Keep it fast & light guys!","['Functional Complaint', 'Update Issue']",,1.0,"January 16, 2020","['casting app', 'local media assets', 'fast & light guys']"
617,Mohamed Abo El Enen,Your apps was working perfectly until the newest update. Now I can't easily download subtitles anymore from the in-app settings.,['Functional Complaint'],,4.0,"February 12, 2020","['apps', 'working perfectly', 'newest update', 'easily download subtitles anymore', 'in-app settings']"
618,Aman Disini,"Highly disappointed in this latest update! Please rollback to previous update! Hate how it lists the videos now, no option to delete, no button to change aspect ratio...",['Functional Complaint'],2.0,5.0,"December 10, 2019","['highly disappointed', 'latest update', 'rollback', 'previous update', 'hate', 'lists', 'videos', 'option', 'delete', 'button', 'change aspect ratio']"
619,Shaun Webb,"I like VLC, but the new version doesn't work well with my nas over smb. I have D-Link DNS320L Nas, and after updating vlc, Nas appear in the list, but I can't connect to it. What's the problem with it?",['Update Issue'],7.0,3.0,"December 8, 2019","['vlc', 'version doesn', 'work', 'nas', 'smb', 'd-link dns320l nas', 'updating vlc', 'nas', 'list', 'connect', 'problem']"
620,Béla Jantik,"Awesome player, also all-in-one player. Ultimately supported all songs from my PC as other players were not. Just love it.","['Functional Complaint', 'Update Issue']",3.0,1.0,"December 9, 2019","['awesome player', 'all-in-', 'player', 'ultimately supported', 'songs', 'pc', 'players', 'love']"
621,Shaad Shams,"You guys are the best, It also plays mkv videos smother than mx player,low battery consumption, and volume booster.","['Functional Complaint', 'Update Issue']",17.0,3.0,"January 13, 2020","['guys', 'plays mkv videos smother', 'mx player', 'low battery consumption', 'volume booster']"
622,Samuel Toolee,Yoooo ULLLLLLLLL the new update is litty 🤙🏾🤙🏾 the new UI is clean and easier to usesee. Plus they fixed an issue regarding my phone (S10+) Honestly wouldn't expect anything less from the folks at VLC. 5 Stars. 👍🏽,['Update Issue'],2.0,5.0,"February 4, 2020","['yoooo ulllllllll', 'update', 'litty 🤙🏾🤙🏾', 'ui', 'clean', 'easier', 'usesee', 'fixed', 'issue', 'phone', 's10+', 'honestly wouldn', 'expect', 'folks', 'vlc', '5 stars', '👍🏽']"
623,Jagi Frisbee,Apparently after latest VLC update my music won't scrobble to last.fm anymore... Though Android Version 10 could not go any worse but seems like some apps try to get on that pedestal.,['Update Issue'],14.0,5.0,"December 8, 2019","['apparently', 'latest vlc update', 'music won', 'scrobble', 'fm anymore', 'android version 10', 'worse', 'apps', 'pedestal']"
624,Juha-matti rannanjärvi,"Why can't I delete any video using the new VLC Player for android? It is difficult to just watch a video then go to the files to delete it then back to vlc. I have a lot of clips and that style is rigid, please correct that.",['Functional Complaint'],2.0,5.0,"December 10, 2019","['delete', 'video', 'vlc player', 'android', 'difficult', 'watch', 'video', 'files', 'delete', 'back', 'vlc', 'lot', 'clips', 'style', 'rigid', 'correct']"
625,Charles Chege,Very vedio player but one problem has share option is inculed,"['Functional Complaint', 'Update Issue']",5.0,1.0,"December 13, 2019","['vedio player', 'problem', 'share option', 'inculed']"
626,uma kanth,"Been using this app for videos for years but the cast on it is terrible. It will cast the video to my chrome cast but the video blanks after 2 minutes, fix this and it would be a 5*again","['Functional Complaint', 'Update Issue']",,5.0,"February 16, 2020","['app', 'videos', 'years', 'cast', 'terrible', 'cast', 'video', 'chrome cast', 'video blanks', '2 minutes', 'fix', '5*']"
627,HeartTrief,I've been using the VLC media player for PC since 2007. The VLC media player is hands down the best player for PC or Android.,['Update Issue'],1.0,4.0,"December 22, 2019","['ve', 'vlc media player', 'pc', 'vlc media player', 'hands', 'player', 'pc', 'android']"
628,Regis Simmons,"Can't download subtitles any more after new update. There is option shows available subtitles but when I click on the download nothing happens, I really like this player please fix this bug",['Functional Complaint'],10.0,4.0,"January 6, 2020","['download subtitles', 'update', 'option shows', 'subtitles', 'click', 'download', 'player', 'fix', 'bug']"
629,Syed Tabish Ali,"after the updates, i cant download any subtitles.. please fix ti",['Functional Complaint'],6.0,5.0,"January 7, 2020","['updates', 'download', 'subtitles', 'fix ti']"
630,Seth PH,"Great app for music and videos, but keeps changing the titles and authors of the songs, making it harder to use.",['Functional Complaint'],,2.0,"February 16, 2020","['great app', 'music', 'videos', 'changing', 'titles', 'authors', 'songs', 'making', 'harder']"
631,Sebastian K,its is a good app to save my downloaded movies but it has a flaws which is when the video is playing and i go to homepage of my phone and when i click the play video the sound was not there,['Functional Complaint'],3.0,4.0,"December 5, 2019","['good app', 'save', 'downloaded movies', 'flaws', 'video', 'playing', 'homepage', 'phone', 'click', 'play video', 'sound']"
632,Wadu Hek,"New interface r really bad, it takes no. of clicks for simple work. While we want to change screen size of video.",['Functional Complaint'],3.0,2.0,"January 6, 2020","['interface', 'bad', 'takes', 'clicks', 'simple work', 'change screen size', 'video']"
633,Satyam Devu,"Good one but imperfect. Autoplay not @ all obvious!!!:@%; it SHOULD BE the default setting! C'mon, man. C'mon.","['Functional Complaint', 'Update Issue']",1.0,4.0,"December 22, 2019","['good', 'imperfect', 'autoplay', '@', 'obvious', '@%', 'default setting', 'mon', 'man', 'mon']"
634,ONA MAMBO,New UI design is absolute trash. Kindly revert back to the old one and hire developers who actually know the difference between good and bad UI design.,"['Functional Complaint', 'Update Issue']",,4.0,"January 15, 2020","['ui design', 'absolute trash', 'kindly revert back', 'hire developers', 'difference', 'good', 'bad ui design']"
635,Prasenna Raghavendran,"Thankyou guys for making this app! This is app is useful and very helpful,you see i downloaded a torrent video but the sound is muted then when i used this to play the video.It solved the problem!",['Functional Complaint'],6.0,4.0,"December 5, 2019","['thankyou guys', 'making', 'app', 'app', 'helpful', 'downloaded', 'torrent video', 'sound', 'muted', 'play', 'video', 'solved', 'problem']"
636,Flick Thug,VLC has bee alright except for the latest update. I can't play audios again. It plays a second and stops. Please fix it ASAP.,['Functional Complaint'],39.0,1.0,"December 28, 2019","['vlc', 'bee alright', 'latest update', 'play audios', 'plays', 'stops', 'fix', 'asap']"
637,Omotosho Ayomide,Nice app video player with many options to choose from.,"['Functional Complaint', 'Update Issue']",2.0,5.0,"January 5, 2020","['nice app video player', 'options', 'choose']"
638,Zack Phillips,The double tap to fast forward rewind is extremely buggy right now and the subtitles menu is fully broken. Fix these 2 to get a better rating.,['Functional Complaint'],1.0,2.0,"February 16, 2020","['double tap', 'fast forward rewind', 'extremely buggy', 'subtitles menu', 'fully broken', 'fix', 'rating']"
639,Ritwick Karmakar,best app but it does not have photo capture option for video in its player,"['Functional Complaint', 'Update Issue']",5.0,4.0,"December 6, 2019","['app', 'photo capture option', 'video', 'player']"
640,Nagesh Salvankar,Do doubt best media player but still one option is missing. Still it wont runs as background player like xplayer. Not comparing both but if vlc add background playing option this player will rock the world.,['Update Issue'],4.0,1.0,"February 1, 2020","['doubt', 'media player', 'option', 'missing', 'wont runs', 'background player', 'xplayer', 'comparing', 'vlc add background playing option', 'player', 'rock', 'world']"
641,Azhar Mehfooz,this update is broken. all video is gone. internal and sd card is selected but to see a video you must to enter manually in folders where you have videos.,['Functional Complaint'],6.0,4.0,"December 21, 2019","['update', 'broken', 'video', 'internal', 'sd card', 'selected', 'video', 'enter manually', 'folders', 'videos']"
642,Marian Marian,Issues connecting SMB share from openmediavault. It keeps asking for credentials again and again while accessing almost every file from SMB share folder.,['Update Issue'],3.0,5.0,"January 7, 2020","['issues connecting smb share', 'openmediavault', 'credentials', 'accessing', 'file', 'smb share folder']"
643,Mahesh Salgaonkar,"After last update it can't download subtitles, it doesn't check what videos i watched or the progress in videos i started to watch. Complete disaster",['Functional Complaint'],1.0,2.0,"January 17, 2020","['update', 'download subtitles', 'doesn', 'check', 'videos', 'watched', 'progress', 'videos', 'started', 'watch', 'complete disaster']"
644,Vlada geg,The app just hangs after the latest update now cant even use it to watch videos that are more than 15 mins,"['Functional Complaint', 'Update Issue']",2.0,1.0,"January 16, 2020","['app', 'hangs', 'latest update', 'watch videos', '15 mins']"
645,John Kahindo,Love the new look. But my playlist. Why was that not restored after the update? What about those with many playlists?,['Functional Complaint'],,1.0,"February 16, 2020","['love', 'playlist', 'restored', 'update', 'playlists']"
646,David Louw,Latest update broke it! It no longer plays my favorite AVI files. It is just a black screen with the spinning VLC logo.,"['Functional Complaint', 'Update Issue']",5.0,1.0,"December 5, 2019","['latest update broke', 'longer plays', 'favorite avi files', 'black screen', 'spinning vlc logo']"
647,Jann King,Great app but I haven't been able to download subtitles since the update. It was working fine before,['Functional Complaint'],5.0,4.0,"December 14, 2019","['great app', 'haven', 'download subtitles', 'update', 'working fine']"
648,Toh Wei Xian,"Amazing player, but it would be perfect to add an option to give playlists a custom thumbnail, and an option to bookmark tracks in a playlist.",['Functional Complaint'],2.0,1.0,"January 5, 2020","['amazing player', 'perfect', 'add', 'option', 'give playlists', 'custom thumbnail', 'option', 'bookmark tracks', 'playlist']"
649,Sof Bof,I love this player because it allows you to play the vid that has a weird format and the video that I cant play using my phone (usually after 1080p 60fps the video cant be read) so thumbs up for you all team vlc,['Functional Complaint'],4.0,4.0,"December 26, 2019","['love', 'player', 'play', 'vid', 'weird format', 'video', 'play', 'phone', '1080p 60fps', 'video', 'read', 'thumbs', 'team vlc']"
650,Predator,Completely broke smb2. Doesn't work at all. Never prompts for password and there isn't a way to type it in. Used to work.,"['Functional Complaint', 'Update Issue']",17.0,5.0,"December 29, 2019","['completely broke smb2', 'doesn', 'work', 'prompts', 'password', 'isn', 'type', 'work']"
651,Brian Griebe,Every thing is good but there is one issue with .ts file streaming. Every time facing unseekable stream error.,"['Functional Complaint', 'Update Issue']",6.0,5.0,"December 30, 2019","['thing', 'good', 'issue', 'ts file streaming', 'time facing unseekable stream error']"
652,Sami Khan,Works great watching content on the phone. Casting to Google Chromecast is useless! Constant disconnection issues! I'll be uninstalling and finding something better.,"['Functional Complaint', 'Update Issue']",,1.0,"December 27, 2019","['works great watching content', 'phone', 'casting', 'google chromecast', 'useless', 'constant disconnection issues', 'll', 'uninstalling', 'finding']"
653,Matt,"Best app for video, and one more  no ads !!! 👍","['Functional Complaint', 'Update Issue']",2.0,5.0,"January 9, 2020","['app', 'video', 'ads', '👍']"
654,Yunan Handri,VLC is my go-to media player on my Windows PC. I'm sure I'll like it on my Android phone as well.,['Update Issue'],1.0,2.0,"February 1, 2020","['vlc', 'go-', 'media player', 'windows pc', 'll', 'android phone']"
655,xenomorph1138,"Worse than Kodi. Unable to maintain a consistent framerate. Discards arbitrary key frames, leaving badly corrupted video. Unusually poor performance for 16-bit YCbCr 4:4:4 1080p.","['Functional Complaint', 'Update Issue']",,5.0,"February 14, 2020","['worse', 'kodi', 'unable', 'maintain', 'consistent framerate', 'discards arbitrary key frames', 'leaving badly corrupted video', 'unusually poor performance', '16-bit ycbcr 4', '4 1080p']"
656,Eric Bock,"Latest update reduced UI functionality: Video library no longer supports grid view with grouping enabled, and resize controls have been squirreled away into a submenu during video playback.",['Functional Complaint'],2.0,4.0,"December 20, 2019","['latest update reduced ui functionality', 'video library', 'longer supports grid view', 'grouping enabled', 'resize controls', 'squirreled', 'submenu', 'video playback']"
657,A Google user,This app is the combination of best 3 apps 1.youtube; 2.Google play music; 3. Mx player such a nice app and it's easy to use when compared with other similar apps and any videos can be supported,"['Functional Complaint', 'Update Issue']",5.0,1.0,"December 5, 2019","['app', 'combination', '3 apps 1', 'youtube', 'google play music', 'mx player', 'nice app', 'easy', 'compared', 'similar apps', 'videos', 'supported']"
658,Gummalla Venkateswarao,This update cannot display playlist while video is playing. Unless you play the video in a sequence order . Please fix it,['Functional Complaint'],33.0,2.0,"December 31, 2019","['update', 'display playlist', 'video', 'playing', 'play', 'video', 'sequence order', 'fix']"
659,Monday A A,Slower than the previous version and the data storage had balooned to a ridiculous 600MB from a manageable 150MB. I would downgrade if i could.,['Update Issue'],1.0,5.0,"December 22, 2019","['slower', 'previous version', 'data storage', 'balooned', 'ridiculous 600mb', 'manageable 150mb', 'downgrade']"
660,Azrael,Guys I would seriously have a major upgrade on graphics close to the point on the PCs 4gb ram quality some videos don't function properly and start missing out on the action this a major upset for an appointment this great plz guy's fix this,['Functional Complaint'],1.0,3.0,"December 21, 2019","['guys', 'major upgrade', 'graphics close', 'point', 'pcs 4gb ram quality', 'videos don', 'function properly', 'start missing', 'action', 'major upset', 'appointment', 'great plz guy', 'fix']"
661,Qhawe Mahlaba,This is one of a good player for android. But Wht the hell the new update ruins the all features of old version. 😡😡old version is better than new update.,['Update Issue'],3.0,2.0,"January 5, 2020","['good player', 'android', 'wht', 'hell', 'update ruins', 'features', 'version', '😡😡', 'version', 'update']"
662,M K,"Good, but where's the sort by date - option? (Recently added) It used to be there, but disappeared and never came back.","['Functional Complaint', 'Update Issue']",29.0,3.0,"January 18, 2020","['good', 'sort', 'date', 'option', 'recently added', 'disappeared', 'back']"
663,jani koskela,The app is good except it doesnt have the option to choose default subs and audio language which is essential.,['Functional Complaint'],3.0,2.0,"December 6, 2019","['app', 'good', 'doesnt', 'option', 'choose default subs', 'audio language', 'essential']"
664,Hector Acuña,Love the last update ! Screenshots are not updated in the description (play store). Definitely considering getting involved in the development if I have time to do so,['Functional Complaint'],6.0,4.0,"December 19, 2019","['love', 'update', 'screenshots', 'updated', 'description', 'play store', 'involved', 'development', 'time']"
665,Baptiste Véré,Was a great app until the latest update. Cannot play all my music and it stops mid song. Was a 5 now a 1 star app. Please fix,"['Functional Complaint', 'Update Issue']",4.0,4.0,"December 12, 2019","['great app', 'latest update', 'play', 'music', 'stops mid song', '1 star app', 'fix']"
666,Katina DellaBarca,I love this new vlc. Speaking from a guy who has been an avid vlc user. Am talking about win xp times. You guys have outdone yourself. Its so beautiful. Tip for new users. Enable black theme.👍vlc keep up.👏👏👏,"['Functional Complaint', 'Update Issue']",2.0,5.0,"December 12, 2019","['love', 'vlc', 'speaking', 'guy', 'avid vlc user', 'talking', 'win xp times', 'guys', 'outdone', 'beautiful', 'tip', 'users', 'enable black theme', '👍vlc', '👏👏👏']"
667,Felix Mumo,The chromecast option is still unstable and subtitles are not working perfectly. please fix this issue.,"['Functional Complaint', 'Update Issue']",3.0,1.0,"December 11, 2019","['chromecast option', 'unstable', 'subtitles', 'working perfectly', 'fix', 'issue']"
668,Tapan Sarkar,It doesn't download subtitles to the movies i have on my phone,['Functional Complaint'],4.0,5.0,"December 15, 2019","['doesn', 'download subtitles', 'movies', 'phone']"
669,olatunji yusuf,Been using it for years and never failed me. Plays more formats than any other media player.,"['Functional Complaint', 'Update Issue']",,3.0,"February 18, 2020","['years', 'failed', 'plays', 'formats', 'media player']"
670,Sean darwish,It's being very buggy sometime the thumbnails are gone and sometime the whole video is gone and bring back the layout design the new list one is not looking good,"['Functional Complaint', 'Update Issue']",8.0,1.0,"December 17, 2019","['buggy', 'thumbnails', 'video', 'bring back', 'layout design', 'list', 'good']"
671,Arham Alam,"VLC won't detect my .mkv videos even though VLC can play the videos when I browse it through Directories Tab... It happens since the newest update, please fix this...",['Functional Complaint'],2.0,5.0,"December 19, 2019","['vlc won', 'detect', 'mkv videos', 'vlc', 'play', 'videos', 'browse', 'directories tab', 'newest update', 'fix']"
672,Dave Hearts,"Always Been great, used for many years. Thank You VLC, got me out of trouble many times in the past. AV Tech wise.",['Functional Complaint'],3.0,1.0,"January 4, 2020","['great', 'years', 'vlc', 'trouble', 'times', 'past', 'av tech wise']"
673,Sef Herman,"One Great Tool. If you use it and think of it as the swiss army knife of media necessities, you will not be disappointed. You can stay as basic or go as deep as you need from my experience. It's not going to be as slick or pretty as some others, but I have never had an issue with it or not been ","['Functional Complaint', 'Update Issue']",14.0,3.0,"December 31, 2019","['great tool', 'swiss army knife', 'media necessities', 'disappointed', 'stay', 'basic', 'deep', 'experience', 'slick', 'pretty', 'issue']"
674,Craig,Oh my god! This app saved me! I just downloaded this 3 gb movie but MX Player doesn't support its weird audio format so I downloaded VLC and now everything's fine. Thank you for this app!,"['Functional Complaint', 'Update Issue']",2.0,5.0,"December 27, 2019","['god', 'app saved', 'downloaded', '3 gb movie', 'mx player doesn', 'support', 'weird audio format', 'downloaded vlc', 'fine', 'app']"
675,Mark John Solver,I cannot use the subtitles that i downloaded after the updates. But before the updates I have no problem using the downloaded subtitles,"['Functional Complaint', 'Update Issue']",,5.0,"December 26, 2019","['subtitles', 'downloaded', 'updates', 'updates', 'problem', 'downloaded subtitles']"
676,Gyn Mark Lagumbayan,Best app for android. Please don't change anything no updates needed. And please don't introduce adds or in app purchases. For now 5 stars and let it stay as it is.,"['Functional Complaint', 'Update Issue']",2.0,5.0,"January 2, 2020","['app', 'android', 'don', 'change', 'updates needed', 'don', 'introduce adds', 'app purchases', '5 stars', 'stay']"
677,Asiya Nur,Won't cast any music to my smart TV. Was working fine. I have a Samsung s10 plus. Updated to android 10 and still no casting support please fix can screenshot the error I get if anyone cares...,"['Functional Complaint', 'Update Issue']",5.0,2.0,"January 2, 2020","['won', 'cast', 'music', 'smart tv', 'working fine', 'samsung s10', 'updated', 'android 10', 'casting support', 'fix', 'screenshot', 'error', 'cares']"
678,Joshua Fulton,I loose my place in an album often after pausing it. Making this unsuitable for album listening which is the majority of what I use apps like this for.,"['Functional Complaint', 'Update Issue']",2.0,5.0,"January 4, 2020","['loose', 'place', 'album', 'pausing', 'making', 'unsuitable', 'album listening', 'majority', 'apps']"
679,Travis spaulding,This new update is just boom.. awesome.. i am so sure decoder of vlc is absolutely better than mx player decoder.. audio quality is even top class.. i am just amazed and blown away with this new update.. keep it up vlc,"['Functional Complaint', 'Update Issue']",2.0,1.0,"December 23, 2019","['update', 'boom', 'awesome', 'decoder', 'vlc', 'absolutely', 'mx player decoder', 'audio quality', 'top class', 'amazed', 'blown', 'update', 'vlc']"
680,amit jaiswal,"I find this media app does everything I require it to do and isn't loaded with spyware, which instantly makes it a must have.","['Functional Complaint', 'Update Issue']",15.0,2.0,"January 12, 2020","['find', 'media app', 'require', 'isn', 'loaded', 'spyware', 'instantly makes']"
681,Geoff Smith,use this to watch movies on my phones and tab. subtitle download has stopped working but confident it will be fixed so still 5 stars from me.,"['Functional Complaint', 'Update Issue']",11.0,5.0,"January 11, 2020","['watch movies', 'phones', 'tab', 'subtitle download', 'stopped working', 'confident', 'fixed', '5 stars']"
682,Jean Co,The BEST media player by far. Been using it on Windows and Mac for so many years and the only player using since!,['Update Issue'],1.0,5.0,"January 21, 2020","['media player', 'windows', 'mac', 'years', 'player']"
683,Aj TeX,It's about the pop up player. It made me fall in love with the app and am still. Great job to VLC team.,['Update Issue'],3.0,5.0,"February 2, 2020","['pop', 'player', 'made', 'fall', 'love', 'app', 'great job', 'vlc team']"
684,Femi Awojobi,"It's better than MX player, without any ads. Fun watching videos.","['Functional Complaint', 'Update Issue']",1.0,5.0,"February 4, 2020","['mx player', 'ads', 'fun watching videos']"
685,Mallikarjun Kalshetti,Not feel that much means mx player is full screen and passes in fingers this app is better,"['Functional Complaint', 'Update Issue']",1.0,5.0,"February 7, 2020","['feel', 'means mx player', 'full screen', 'passes', 'fingers', 'app']"
686,Abdul hameed Abdul hameed,"In recent update, there is a problem with refresh of video playlist. Its slow and not accurate",['Functional Complaint'],1.0,5.0,"February 10, 2020","['recent update', 'problem', 'refresh', 'video playlist', 'slow', 'accurate']"
687,Shivananda M,Still can't access my local network videos ever since the new uodate. Using VLC 3.2.3. Local network is hosted via Ubuntu Server 18.04 LTS over samba.,"['Functional Complaint', 'Update Issue']",2.0,3.0,"January 12, 2020","['access', 'local network videos', 'uodate', 'vlc 3', 'local network', 'hosted', 'ubuntu server 18', '04 lts', 'samba']"
688,Francis Lorenzo Doydora,"The latest update ruined everything, it takes way too long to load and ends up making my phone lag, please fix it.",['Functional Complaint'],1.0,3.0,"December 22, 2019","['latest update ruined', 'takes', 'long', 'load', 'ends', 'making', 'phone lag', 'fix']"
689,Jasmine,"Great App. Doesn't lag on Android Go Edition unlike other video apps. Seriously, this is all you'll need for videos guys.",['Functional Complaint'],1.0,1.0,"December 23, 2019","['great app', 'doesn', 'lag', 'android', 'edition unlike', 'video apps', 'll', 'videos guys']"
690,Emmy Leke,There used to be a arrow like icon on the right hand side of vlc which was really helpful for casting the video on tv but no it's not there what happened,"['Functional Complaint', 'Update Issue']",3.0,1.0,"January 1, 2020","['arrow', 'icon', 'hand side', 'vlc', 'helpful', 'casting', 'video', 'tv', 'happened']"
691,Shaman Shetty,"I get to play all my favorite Albums on my phone , you can't get any better than that and no ads , Thank You Very Much !!",['Functional Complaint'],1.0,5.0,"December 26, 2019","['play', 'favorite albums', 'phone', 'ads']"
692,Mitchel Racanelli,Can't download Subtitles even though there is an option for that. Keep hearing a beeping sound while the video is playing,['Functional Complaint'],17.0,2.0,"December 27, 2019","['download subtitles', 'option', 'hearing', 'beeping sound', 'video', 'playing']"
693,Ogochukwu Omeje,The app randomly started scanning for media. 2 hours and 30 percent of my battery later and it was STILL searching.,['Update Issue'],,5.0,"January 12, 2020","['app randomly started scanning', 'media', '2 hours', '30 percent', 'battery', 'searching']"
694,Uncle Squishy,I would definitely recommend this to anyone who loves quality when listening or watching videos,"['Functional Complaint', 'Update Issue']",1.0,1.0,"January 10, 2020","['recommend', 'loves quality', 'listening', 'watching videos']"
695,STHEMBISO BLVCKFLVME,Its a very reliable application. I am addicted to vlc. I am using in my computer too.,"['Functional Complaint', 'Update Issue']",1.0,3.0,"January 23, 2020","['reliable application', 'addicted', 'vlc', 'computer']"
696,Vivek Mandvi भारत वासी,Best app for video playing. I use it to listen to videos as if it were audio. This allows my phone to keep the screen off while the video still playing.,['Functional Complaint'],1.0,5.0,"February 1, 2020","['app', 'video playing', 'listen', 'videos', 'audio', 'phone', 'screen', 'video', 'playing']"
697,Jack,When the app is switched back from recent apps. The options button and the subtitles button show the same result.,['Functional Complaint'],8.0,4.0,"December 6, 2019","['app', 'switched back', 'recent apps', 'options button', 'subtitles button show', 'result']"
698,Ranadheer Amudala,"Great app, but streaming from youtube broke recently. It was a handy way to avoid ads (share to vlc from the yt app) so a fix would be greatly appreciated!","['Functional Complaint', 'Update Issue']",8.0,5.0,"December 21, 2019","['great app', 'streaming', 'youtube broke recently', 'handy', 'avoid ads', 'share', 'vlc', 'yt app', 'fix', 'greatly appreciated']"
699,James Mac Hale,Used to be a great app. Now audio playback stops unexpectedly. Really annoying!,['Functional Complaint'],11.0,2.0,"December 24, 2019","['great app', 'audio playback stops unexpectedly', 'annoying']"
700,Chris Carr,"Worked well, but not anymore...when I open a mp4 file from file explorer (open with... vlc), it closes immediately after start.","['Functional Complaint', 'Update Issue']",,5.0,"January 15, 2020","['worked', 'anymore', 'open', 'mp4 file', 'file explorer', 'open', 'vlc', 'closes immediately', 'start']"
701,Igor Surini,I have never had a very stupid app like this one..it kips on crashing after two to three songs.. I think it's not for Android.,"['Functional Complaint', 'Update Issue']",2.0,1.0,"January 12, 2020","['stupid app', 'kips', 'crashing', 'songs', 'android']"
702,Ibrahim Alukwe,"Loved the app, until the latest update. My playlists disappeared after updating and the whole new interface just doesn't function well whatsoever.",['Update Issue'],,3.0,"January 20, 2020","['loved', 'app', 'latest update', 'playlists disappeared', 'updating', 'interface', 'doesn', 'function', 'whatsoever']"
703,Jules Wolfs,This is a great AV player. And even better it's free and free from ads. Give it a try and you'll be impressed.,"['Functional Complaint', 'Update Issue']",4.0,1.0,"December 6, 2019","['great av player', 'free', 'free', 'ads', 'give', 'll', 'impressed']"
704,A 9ball,"Was working great. Latest update has broken Chromecast connection after selecting the video, if you select the cast device before the media it's fine but still broke on latest build",['Update Issue'],12.0,1.0,"December 27, 2019","['working great', 'latest update', 'broken chromecast connection', 'selecting', 'video', 'select', 'cast device', 'media', 'fine', 'broke', 'latest build']"
705,Chibi Richard,Too many ads. Never had ads before. This is awful. Going to have to find another player this is the worst. It's not even worth one star.,"['Functional Complaint', 'Update Issue']",5.0,5.0,"December 29, 2019","['ads', 'ads', 'awful', 'find', 'player', 'worst', 'worth', 'star']"
706,Nigel Bateman,Some videos won't show up in video and sometimes when I press on a video it sends me to another one!,['Functional Complaint'],,4.0,"December 28, 2019","['videos won', 'show', 'video', 'press', 'video', 'sends']"
707,Nathaniel Rojas brohamman,Please add features to customize the seekskip time,['Functional Complaint'],1.0,1.0,"January 5, 2020","['add features', 'customize', 'seekskip time']"
